"ID","GENERO","RENTA","EDAD","NIV_EDUC","E_CIVIL","COD_OFI","COD_COM","CIUDAD","D_Marzo","D_Abril","D_Mayo","D_Junio","D_Julio","D_Agosto","D_Septiembre","M_MOROSO","MONTO","SEGURO","FUGA"
1807,"M",447318,26,"UNV","CAS",27,226,"CONCEPCION",0,28509,0,33238,74,0,119,1,1800000,"NO","FUGA"
1808,"M",456144,37,"UNV","SOL",27,226,"CONCEPCION",0,30264,0,21788,794,16328,538,2,1800000,"NO","NO FUGA"
1809,"F",590965,44,"MED","CAS",90,118,"SANTIAGO",0,0,0,0,3,0,11154,2,4700000,"NO","NO FUGA"
1810,"F",758886,41,"MED","CAS",90,89,"SANTIAGO",0,751577,0,0,2087,23661,193,1,4500000,"NO","NO FUGA"
1811,"F",510791,47,"TEC","CAS",79,148,"SAN FERNANDO",545258,94731,0,996233,1150,0,393,2,1400000,"NO","NO FUGA"
1812,"F",4520348,32,"TEC","SOL",93,85,"SANTIAGO",0,350040,0,0,308,23764,1,1,3900000,"NO","NO FUGA"
1813,"M",535161,39,"TEC","SEP",76,45,"PETORCA",0,34588,0,67036,1,0,0,1,2300000,"NO","NO FUGA"
1814,"M",51149,29,"TEC","SOL",52,94,"SANTIAGO",0,17111,0,0,60,0,0,1,1700000,"NO","FUGA"
1815,"M",1029459,45,"MED","CAS",31,119,"SANTIAGO",0,22969,0,8472,8,5676,18,1,5000000,"NO","FUGA"
1816,"M",47782,48,"UNV","CAS",55,90,"SANTIAGO",0,57306,0,13056,27,0,2,1,3800000,"NO","FUGA"
1817,"M",741857,44,"MED","CAS",84,105,"SANTIAGO",0,7952,0,145,547,1811,214,2,3200000,"NO","FUGA"
1818,"M",238120,54,"UNV","CAS",138,87,"SANTIAGO",0,251854,0,350020,2,0,307,1,4000000,"NO","FUGA"
1819,"M",590322,47,"UNV","CAS",146,90,"SANTIAGO",0,1051230,0,102352,145,13468,0,1,1100000,"NO","FUGA"
1820,"F",2685243,40,"TEC","VIU",34,103,"SANTIAGO",0,177837,0,155235,498,0,222,1,1900000,"NO","NO FUGA"
1821,"F",340138,53,"TEC","SOL",80,84,"SANTIAGO",1998336,97826,1829912,233947,821,0,351,1,600000,"NO","FUGA"
1822,"M",1427774,51,"TEC","CAS",90,86,"SANTIAGO",0,0,5401800,0,102,0,21271,1,8000000,"NO","NO FUGA"
1823,"F",31827,41,"TEC","SOL",44,173,"TALCA",0,241351,0,0,2047,20212,2544,1,8000000,"SI","NO FUGA"
1824,"M",945970,44,"UNV","SOL",141,31,"COQUIMBO",0,896583,0,80334,28,0,304,1,3100000,"NO","NO FUGA"
1825,"M",1632627,42,"MED","CAS",31,120,"SANTIAGO",0,548197,0,0,5,0,38,1,4400000,"NO","FUGA"
1826,"F",189630,48,"UNV","CAS",79,89,"SANTIAGO",193375,267,0,0,756,0,0,1,1400000,"NO","FUGA"
1827,"M",370324,40,"MED","CAS",15,66,"VALPARAISO",0,466151,0,0,8,0,0,1,3400000,"NO","NO FUGA"
1828,"F",290578,47,"MED","SOL",72,504,"EL SALVADOR",0,372,0,762679,525,0,101,3,2100000,"SI","NO FUGA"
1829,"F",325729,51,"MED","CAS",91,279,"PANGUIPULLI",0,74546,0,35628,142,0,68,1,1700000,"NO","NO FUGA"
1830,"M",184078,48,"UNV","CAS",37,104,"SANTIAGO",813762,0,0,2380471,1801,0,271,1,2100000,"NO","FUGA"
1831,"M",571304,48,"MED","CAS",102,105,"SANTIAGO",0,45772,0,0,77,15744,0,2,3300000,"NO","FUGA"
1832,"F",3980164,36,"MED","SOL",90,89,"SANTIAGO",1306916,608035,0,0,2789,2231,195,1,3400000,"NO","NO FUGA"
1833,"M",195177,49,"MED","CAS",31,119,"SANTIAGO",0,116273,0,0,642,0,80,3,6200000,"NO","FUGA"
1834,"F",143622,23,"TEC","SOL",36,67,"VINA DEL MAR",0,120416,0,6140,6,0,272,1,1300000,"NO","NO FUGA"
1835,"M",98697,49,"UNV","CAS",138,1,"ARICA",0,101949,0,198633,409,0,65,3,1500000,"NO","FUGA"
1836,"F",105002,42,"MED","CAS",82,105,"SANTIAGO",0,26120,0,249150,236,362,236,1,1900000,"NO","NO FUGA"
1837,"F",1514486,50,"UNV","CAS",31,119,"SANTIAGO",0,731162,3383601,0,0,0,2614,1,8000000,"NO","FUGA"
1838,"M",3790004,41,"UNV","CAS",125,105,"SANTIAGO",0,42581,0,81442,21,0,20,1,1900000,"SI","FUGA"
1839,"M",266359,41,"MED","CAS",39,93,"SANTIAGO",0,141020,0,610016,2024,0,1522,2,6200000,"SI","FUGA"
1840,"M",74232,35,"UNV","CAS",15,66,"VALPARAISO",0,11769,3621504,0,0,0,66,0,1700000,"SI","NO FUGA"
1841,"M",460122,55,"TEC","CAS",120,116,"SANTIAGO",1400225,76985,0,182432,1644,0,191,1,3600000,"NO","FUGA"
1842,"M",168076,29,"EUN","SOL",60,287,"PUERTO OCTAY",0,124131,0,243784,0,0,210,0,1700000,"NO","NO FUGA"
1843,"F",61104,50,"TEC","SOL",116,131,"RANCAGUA",0,503716,0,0,1,0,0,1,4400000,"SI","NO FUGA"
1844,"F",59046,34,"TEC","SEP",14,85,"SANTIAGO",0,0,0,0,0,0,0,0,2400000,"NO","NO FUGA"
1845,"F",39737,57,"TEC","SOL",85,88,"SANTIAGO",0,238742,0,256057,399,0,23,1,1400000,"SI","NO FUGA"
1846,"F",362812,26,"UNV","SOL",90,91,"SANTIAGO",0,83617,0,0,0,15511,2,0,1700000,"NO","NO FUGA"
1847,"F",751547,40,"TEC","VIU",151,226,"CONCEPCION",0,358335,0,0,807,0,0,3,1000000,"SI","NO FUGA"
1848,"F",394365,40,"MED","CAS",24,88,"SANTIAGO",0,0,0,0,861,0,0,1,750000,"NO","NO FUGA"
1849,"F",43699,59,"TEC","SOL",71,326,"PUNTA ARENAS",0,1121489,0,0,480,0,0,1,8000000,"SI","NO FUGA"
1850,"M",36264,31,"UNV","CAS",60,291,"PUERTO MONTT",0,324039,0,224482,1057,975,361,2,800000,"NO","NO FUGA"
1851,"M",124885,54,"TEC","SOL",27,226,"CONCEPCION",1604117,1308,0,0,96,137,264,3,3100000,"NO","FUGA"
1852,"M",347768,49,"UNV","CAS",138,1,"ARICA",0,213130,0,0,0,0,30,1,2300000,"NO","FUGA"
1853,"M",113295,49,"UNV","SOL",45,84,"SANTIAGO",0,24053,0,2258,154,0,2,1,1900000,"SI","FUGA"
1854,"M",2582704,38,"UNV","CAS",55,90,"SANTIAGO",0,593598,0,90125,246,0,231,2,1900000,"NO","FUGA"
1855,"M",76441,55,"UNV","CAS",55,90,"SANTIAGO",0,388056,0,0,0,0,7617,1,3000000,"SI","FUGA"
1856,"M",55129,45,"MED","VIU",55,90,"SANTIAGO",0,974384,0,97173,13,0,2757,2,6200000,"NO","FUGA"
1857,"F",79553,34,"MED","CAS",90,88,"SANTIAGO",0,581362,0,0,16,12541,7,1,8000000,"NO","NO FUGA"
1858,"M",1043944,45,"TEC","CAS",59,88,"SANTIAGO",0,0,0,0,252,6235,5,1,6800000,"NO","NO FUGA"
1859,"F",621146,38,"TEC","VIU",105,59,"QUILLOTA",1857467,121102,0,366911,2299,0,22073,1,4300000,"SI","NO FUGA"
1860,"F",572903,55,"TEC","SOL",90,92,"SANTIAGO",0,895206,0,0,6,12482,81,1,2900000,"NO","FUGA"
1861,"M",261690,45,"MED","CAS",82,80,"SANTIAGO",0,62873,0,0,169,5048,0,2,1800000,"NO","FUGA"
1862,"M",388890,46,"UNV","SOL",31,119,"SANTIAGO",432727,232139,0,0,1835,5937,25,2,1200000,"NO","FUGA"
1863,"M",778503,49,"UNV","CAS",10,1,"ARICA",96394,511657,0,0,405,0,0,2,8000000,"NO","NO FUGA"
1864,"M",254840,43,"UNV","CAS",138,1,"ARICA",0,81905,0,0,12,0,10,2,3700000,"NO","FUGA"
1865,"M",346184,52,"UNV","SOL",48,87,"SANTIAGO",0,376781,0,0,252,0,0,1,3200000,"NO","FUGA"
1866,"M",2539,48,"UNV","SOL",138,1,"ARICA",1779360,153132,0,12116,2243,0,0,1,2700000,"NO","FUGA"
1867,"M",133884,55,"UNV","SOL",144,89,"SANTIAGO",0,184605,0,69136,225,24222,268,1,8000000,"NO","NO FUGA"
1868,"F",61602,34,"EUN","CAS",67,510,"SANTIAGO",0,0,0,0,1073,0,198,1,1300000,"NO","NO FUGA"
1869,"F",28781,60,"MED","SOL",59,88,"SANTIAGO",0,250812,0,41887,105,0,0,1,1700000,"SI","NO FUGA"
1870,"M",972020,46,"MED","CAS",19,115,"SANTIAGO",0,433443,0,0,227,0,1,2,4700000,"NO","FUGA"
1871,"M",28120,40,"UNV","CAS",139,88,"SANTIAGO",0,31157,0,1144221,4309,0,2898,3,2900000,"NO","FUGA"
1872,"F",70064,30,"UNV","CAS",33,27,"HUASCO",0,656110,0,0,7,0,0,1,1700000,"NO","NO FUGA"
1873,"M",677093,40,"TEC","SOL",98,127,"TALAGANTE",148009,17,0,124209,235,0,217,1,2300000,"SI","NO FUGA"
1874,"M",47625,51,"UNV","CAS",37,109,"SANTIAGO",0,5234,0,0,5,994,0,1,2100000,"NO","FUGA"
1875,"F",1164229,28,"EUN","SOL",102,88,"SANTIAGO",0,32154,0,0,252,0,0,1,2400000,"NO","NO FUGA"
1876,"F",216087,27,"UNV","CAS",138,85,"SANTIAGO",0,38514,0,109348,363,0,520,3,1500000,"NO","NO FUGA"
1877,"M",239345,41,"MED","CAS",144,93,"SANTIAGO",0,0,0,0,0,0,1,0,5000000,"NO","NO FUGA"
1878,"M",866478,43,"UNV","CAS",152,89,"SANTIAGO",0,209362,0,1297587,1859,0,505,3,2600000,"NO","FUGA"
1879,"F",464315,45,"UNV","SOL",100,85,"SANTIAGO",578459,0,0,0,726,0,6812,2,3400000,"NO","FUGA"
1880,"F",12269,53,"MED","CAS",55,93,"SANTIAGO",0,52313,0,0,0,0,0,0,3700000,"NO","NO FUGA"
1881,"M",188117,45,"MED","CAS",31,119,"SANTIAGO",0,993779,0,305985,3,0,65,1,4200000,"NO","FUGA"
1882,"M",232498,53,"MED","CAS",17,80,"SANTIAGO",706531,933845,0,70679,359,40619,153,1,1200000,"NO","FUGA"
1883,"M",4089431,39,"UNV","CAS",55,90,"SANTIAGO",368177,271,0,154596,609,14184,213,3,600000,"SI","FUGA"
1884,"F",1462571,56,"MED","SEP",51,88,"SANTIAGO",1570711,649015,0,1087,0,0,0,0,5500000,"NO","NO FUGA"
1885,"M",714326,49,"UNV","CAS",45,92,"SANTIAGO",949383,47836,0,413812,695,0,688,1,2700000,"NO","FUGA"
1886,"M",132466,54,"UNV","SOL",27,88,"SANTIAGO",0,456324,0,451054,1418,0,1259,3,2600000,"NO","FUGA"
1887,"M",807495,33,"UNV","CAS",21,502,"CHUQUICAMATA",1527800,93725,0,473082,281,0,143,1,2700000,"NO","NO FUGA"
1888,"M",2738328,53,"TEC","CAS",27,226,"CONCEPCION",9458161,97834,0,963710,5347,0,31079,3,3000000,"SI","FUGA"
1889,"F",77004,42,"TEC","SOL",61,284,"OSORNO",0,874785,0,47867,8,11046,217,1,8000000,"SI","NO FUGA"
1890,"F",36729,54,"TEC","SOL",15,66,"VALPARAISO",0,0,0,0,53,0,0,1,3800000,"SI","NO FUGA"
1891,"F",204007,41,"TEC","CAS",138,1,"ARICA",18581,119879,0,0,1081,0,1199,3,1900000,"NO","FUGA"
1892,"M",324431,43,"UNV","CAS",31,119,"SANTIAGO",0,92456,0,0,0,8155,0,1,1500000,"NO","FUGA"
1893,"M",2659848,44,"MED","CAS",45,103,"SANTIAGO",0,428564,0,0,621,3353,0,2,1500000,"NO","FUGA"
1894,"F",898247,46,"UNV","SEP",138,1,"ARICA",0,193487,0,0,16,3572,0,1,4200000,"NO","FUGA"
1895,"F",335793,44,"TEC","SOL",83,88,"SANTIAGO",0,36404,0,30349,1427,0,51,3,1500000,"NO","NO FUGA"
1896,"F",1971035,53,"MED","CAS",90,88,"SANTIAGO",0,0,0,0,275,7568,2295,1,8000000,"NO","NO FUGA"
1897,"F",1762374,52,"MED","CAS",102,90,"SANTIAGO",0,2516805,0,0,0,0,17,0,8000000,"NO","NO FUGA"
1898,"M",372927,47,"TEC","SOL",138,1,"ARICA",1256693,278013,0,23221,0,0,6232,1,2700000,"NO","FUGA"
1899,"F",347287,29,"UNV","CAS",107,87,"SANTIAGO",0,1058090,0,121371,267,0,0,1,1300000,"NO","NO FUGA"
1900,"M",640127,40,"TEC","SOL",138,1,"ARICA",2990702,24449,0,39249,2317,0,1543,3,1100000,"SI","FUGA"
1901,"F",116550,54,"TEC","CAS",27,226,"CONCEPCION",0,2724,0,45707,127,0,30,1,2000000,"NO","FUGA"
1902,"F",237764,32,"MED","CAS",88,61,"LA CALERA",0,126338,0,200971,1370,0,212,3,2000000,"NO","NO FUGA"
1903,"F",20996,52,"TEC","SOL",60,291,"PUERTO MONTT",0,92149,0,0,322,23843,78,1,5700000,"SI","NO FUGA"
1904,"F",3007619,40,"TEC","VIU",78,182,"LINARES",0,447555,0,0,435,0,0,1,600000,"NO","NO FUGA"
1905,"F",193518,41,"UNV","CAS",103,127,"TALAGANTE",0,224946,0,0,0,12670,0,0,3500000,"NO","NO FUGA"
1906,"M",313557,55,"MED","CAS",57,112,"SANTIAGO",0,299027,0,85791,0,0,14,0,1900000,"NO","NO FUGA"
1907,"F",225340,56,"TEC","CAS",73,89,"SANTIAGO",0,266914,0,0,1,0,26,1,1700000,"NO","NO FUGA"
1908,"M",484368,51,"MED","CAS",90,93,"SANTIAGO",0,72923,0,15594,1103,0,12,2,2200000,"NO","FUGA"
1909,"M",471986,64,"TEC","CAS",18,118,"SANTIAGO",0,400015,0,89906,727,0,0,2,750000,"NO","NO FUGA"
1910,"F",20558,42,"MED","SEP",74,272,"VALDIVIA",1509527,405049,0,0,3785,0,668,1,600000,"SI","NO FUGA"
1911,"M",272339,48,"UNV","SOL",28,80,"SANTIAGO",0,506364,0,139721,0,0,12,1,4400000,"NO","FUGA"
1912,"F",34813,32,"MED","CAS",94,301,"ANCUD",0,3386,0,197815,65,0,38,1,2100000,"NO","NO FUGA"
1913,"F",154366,48,"MED","CAS",79,89,"SANTIAGO",449035,50784,0,0,487,0,0,1,1400000,"NO","FUGA"
1914,"M",6353084,44,"MED","CAS",55,90,"SANTIAGO",0,120148,0,120131,31,0,15,2,2400000,"SI","FUGA"
1915,"F",5706020,34,"TEC","SOL",13,16,"ANTOFAGASTA",205933,3573,0,423340,1075,0,146,1,1400000,"NO","NO FUGA"
1916,"M",608404,48,"UNV","SEP",31,119,"SANTIAGO",0,335645,0,0,169,0,0,2,3000000,"SI","FUGA"
1917,"F",343933,50,"UNV","SOL",103,93,"SANTIAGO",750750,33,0,43783,1181,0,219,1,1500000,"NO","FUGA"
1918,"F",230631,24,"UNV","SOL",31,119,"SANTIAGO",561333,0,0,0,860,0,11,1,1200000,"NO","FUGA"
1919,"M",45240,45,"MED","CAS",55,90,"SANTIAGO",14917,567,0,0,444,0,425,1,1400000,"NO","FUGA"
1920,"F",297383,49,"TEC","CAS",20,49,"LOS ANDES",0,247722,0,356976,115,0,2462,2,8000000,"NO","NO FUGA"
1921,"F",504668,60,"MED","CAS",18,118,"SANTIAGO",0,49144,0,0,40,0,0,1,3400000,"SI","NO FUGA"
1922,"F",25641,51,"MED","SOL",94,301,"ANCUD",0,132380,0,0,0,12505,5,0,8000000,"SI","NO FUGA"
1923,"M",3619351,43,"UNV","CAS",90,85,"SANTIAGO",192655,567650,0,395052,131,14099,33,2,1100000,"NO","FUGA"
1924,"M",186796,45,"UNV","SOL",31,119,"SANTIAGO",0,276282,0,7113,197,0,123,1,1300000,"NO","FUGA"
1925,"M",641450,52,"UNV","CAS",24,90,"SANTIAGO",0,434635,0,245094,239,0,19,1,1700000,"NO","FUGA"
1926,"F",944847,30,"TEC","CAS",46,35,"OVALLE",165704,174391,0,0,1398,0,0,1,500000,"SI","NO FUGA"
1927,"F",5191661,29,"TEC","SOL",118,111,"SANTIAGO",0,579001,0,0,281,0,0,1,1000000,"NO","NO FUGA"
1928,"M",12190,41,"MED","CAS",55,90,"SANTIAGO",0,219867,0,0,1267,0,0,2,2200000,"NO","FUGA"
1929,"F",442988,46,"MED","VIU",10,131,"RANCAGUA",0,0,0,0,1,17339,0,1,2400000,"NO","NO FUGA"
1930,"F",268926,26,"TEC","SOL",17,93,"SANTIAGO",0,57499,0,0,19,0,0,1,1800000,"NO","NO FUGA"
1931,"M",260711,39,"MED","SEP",71,326,"PUNTA ARENAS",0,0,0,0,13,0,30,2,2000000,"NO","NO FUGA"
1932,"F",4234044,37,"TEC","VIU",125,89,"SANTIAGO",0,568364,0,19992,186,5787,343,1,2200000,"NO","NO FUGA"
1933,"M",3444834,41,"UNV","CAS",55,90,"SANTIAGO",673029,14084,0,1184193,659,0,382,1,1400000,"NO","FUGA"
1934,"M",160163,52,"UNV","SOL",138,1,"ARICA",0,216440,0,6943,601,0,113,1,4600000,"NO","FUGA"
1935,"M",27615,38,"UNV","CAS",14,22,"COPIAPO",0,0,0,24382,0,0,437,0,4000000,"SI","NO FUGA"
1936,"M",523453,41,"TEC","CAS",13,16,"ANTOFAGASTA",0,188800,0,881977,0,14932,408,0,4000000,"NO","NO FUGA"
1937,"M",909300,53,"UNV","SOL",98,88,"SANTIAGO",0,196043,0,156330,1920,0,2757,1,8000000,"NO","FUGA"
1938,"M",55955,45,"UNV","CAS",55,90,"SANTIAGO",0,122497,0,591155,7,0,5086,1,2400000,"NO","FUGA"
1939,"M",2555213,42,"MED","CAS",24,86,"SANTIAGO",0,18878,0,2950,0,0,27,1,6300000,"NO","FUGA"
1940,"M",7035780,44,"UNV","CAS",55,90,"SANTIAGO",0,403051,0,0,19,0,0,1,2300000,"SI","FUGA"
1941,"M",32426,46,"MED","CAS",92,88,"SANTIAGO",0,2499179,0,0,0,9030,0,1,8000000,"NO","FUGA"
1942,"M",54706,47,"TEC","SOL",138,1,"ARICA",0,674590,0,41214,1553,24711,62,3,8000000,"NO","FUGA"
1943,"F",102666,40,"UNV","CAS",138,1,"ARICA",47001,45029,0,442103,838,0,2075,2,2000000,"NO","FUGA"
1944,"F",843233,51,"MED","CAS",62,292,"PUERTO VARAS",480073,0,0,0,130,0,584,1,3500000,"NO","NO FUGA"
1945,"M",302295,48,"MED","CAS",84,90,"SANTIAGO",0,490807,0,3395,0,0,26,1,1500000,"SI","FUGA"
1946,"M",3522774,44,"UNV","CAS",55,90,"SANTIAGO",0,71767,0,0,0,0,306,1,2100000,"NO","FUGA"
1947,"M",19623,44,"UNV","CAS",55,90,"SANTIAGO",0,0,0,496080,0,0,3163,1,2000000,"NO","FUGA"
1948,"M",1243901,48,"UNV","SOL",138,1,"ARICA",0,357570,0,0,1,0,1,1,8000000,"NO","FUGA"
1949,"M",155986,40,"UNV","CAS",53,92,"SANTIAGO",0,126247,0,7352,756,14881,100,2,7700000,"NO","FUGA"
1950,"F",262546,46,"MED","CAS",53,86,"SANTIAGO",0,0,0,20251,0,0,4,0,5200000,"NO","NO FUGA"
1951,"F",1223285,64,"TEC","CAS",78,184,"COLBUN",0,354997,0,55467,9114,0,1,1,8000000,"NO","NO FUGA"
1952,"M",196487,45,"UNV","CAS",90,102,"SANTIAGO",662769,572481,0,507042,1172,0,54,2,900000,"NO","FUGA"
1953,"M",52502,46,"MED","CAS",55,90,"SANTIAGO",0,16508,0,513652,0,0,1547,1,3100000,"SI","FUGA"
1954,"M",336404,43,"UNV","CAS",31,119,"SANTIAGO",0,109522,0,0,712,0,1,1,2900000,"NO","FUGA"
1955,"F",227410,60,"TEC","SEP",63,300,"CASTRO",0,0,0,0,9,0,0,1,2100000,"NO","NO FUGA"
1956,"M",172446,46,"MED","CAS",151,226,"CONCEPCION",0,0,0,0,0,265,13,0,2000000,"NO","NO FUGA"
1957,"M",88834,49,"UNV","CAS",138,1,"ARICA",0,327574,0,1610957,448,0,14374,3,2900000,"NO","FUGA"
1958,"M",153227,52,"MED","CAS",76,103,"SANTIAGO",0,621,0,234831,62,0,196,1,1900000,"NO","FUGA"
1959,"M",1483169,36,"UNV","CAS",84,88,"SANTIAGO",0,944410,0,260799,0,23747,821,0,8000000,"NO","NO FUGA"
1960,"M",648473,38,"MED","CAS",12,13,"CALAMA",0,391966,0,0,31,23045,0,1,5800000,"NO","NO FUGA"
1961,"M",67481,48,"UNV","CAS",55,90,"SANTIAGO",0,237006,0,0,772,0,0,1,900000,"NO","FUGA"
1962,"M",1408938,51,"MED","CAS",85,88,"SANTIAGO",0,0,0,355829,0,0,94,1,8000000,"NO","FUGA"
1963,"M",82833,54,"TEC","SEP",27,226,"CONCEPCION",0,74288,0,483564,705,0,673,2,600000,"SI","FUGA"
1964,"M",173616,35,"TEC","CAS",54,80,"SANTIAGO",0,364984,0,0,0,6574,0,0,2100000,"NO","NO FUGA"
1965,"M",72460,40,"MED","CAS",100,85,"SANTIAGO",0,617913,4655419,0,0,0,821,1,8000000,"NO","FUGA"
1966,"F",1077345,31,"MED","SEP",84,93,"SANTIAGO",0,355467,0,0,0,0,9,0,4500000,"NO","NO FUGA"
1967,"M",116860,52,"UNV","SOL",24,88,"SANTIAGO",0,3143082,1351328,0,63,0,3061,1,1400000,"NO","NO FUGA"
1968,"F",3415100,33,"TEC","SOL",71,326,"PUNTA ARENAS",0,1525768,0,0,34,0,0,1,2400000,"NO","NO FUGA"
1969,"M",3746362,45,"MED","CAS",55,90,"SANTIAGO",0,207053,0,150321,94,0,2,2,2900000,"NO","FUGA"
1970,"F",1869667,52,"MED","CAS",14,16,"ANTOFAGASTA",0,268627,0,0,1,8764,0,1,8000000,"NO","NO FUGA"
1971,"M",856323,39,"MED","CAS",56,138,"RENGO",0,0,0,36656,1,0,40,1,5100000,"NO","NO FUGA"
1972,"M",319263,47,"UNV","CAS",138,1,"ARICA",0,37372,167939,0,616,0,0,1,2800000,"NO","FUGA"
1973,"F",247023,45,"UNV","CAS",57,85,"SANTIAGO",0,156,0,263156,10,0,298,1,1600000,"NO","FUGA"
1974,"M",350887,38,"MED","CAS",67,193,"CHILLAN",0,267551,0,1631,4,779,235,1,3500000,"NO","NO FUGA"
1975,"F",2468092,38,"TEC","VIU",96,117,"SANTIAGO",0,847674,0,1945102,2789,0,12622,1,5600000,"SI","NO FUGA"
1976,"M",360197,37,"MED","CAS",56,148,"SAN FERNANDO",0,91785,0,0,82,0,0,2,2400000,"NO","NO FUGA"
1977,"F",1489155,39,"TEC","SOL",27,226,"CONCEPCION",474319,0,0,0,4865,0,27354,3,7200000,"NO","NO FUGA"
1978,"M",1053556,44,"UNV","CAS",55,90,"SANTIAGO",0,49571,0,0,79,0,0,1,2200000,"SI","FUGA"
1979,"F",297597,45,"UNV","CAS",31,119,"SANTIAGO",0,2816,0,191340,246,0,151,2,1500000,"NO","FUGA"
1980,"F",289235,42,"UNV","CAS",31,119,"SANTIAGO",0,165812,0,44089,0,1145,406,1,1600000,"NO","FUGA"
1981,"F",45495,41,"TEC","SOL",74,510,"SANTIAGO",0,7191,0,163882,447,0,29,1,4700000,"SI","NO FUGA"
1982,"F",349862,43,"TEC","CAS",23,164,"CURICO",0,0,0,0,0,0,0,0,2200000,"NO","NO FUGA"
1983,"M",313957,55,"UNV","CAS",122,85,"SANTIAGO",0,0,0,0,31,0,51,1,6500000,"SI","NO FUGA"
1984,"F",3107426,30,"TEC","CAS",52,105,"SANTIAGO",0,170028,0,0,0,6347,0,0,4400000,"NO","NO FUGA"
1985,"F",264913,44,"MED","CAS",103,93,"SANTIAGO",0,182767,0,0,1,0,8869,1,3000000,"NO","NO FUGA"
1986,"F",19657,53,"TEC","SOL",12,13,"CALAMA",1366281,20637,0,460903,879,0,232,1,500000,"SI","NO FUGA"
1987,"M",300552,37,"UNV","CAS",82,115,"SANTIAGO",0,529113,0,0,431,12,0,1,5900000,"NO","NO FUGA"
1988,"F",367123,49,"MED","CAS",59,88,"SANTIAGO",0,69270,0,0,0,0,4636,0,1400000,"NO","NO FUGA"
1989,"F",57553,32,"UNV","CAS",130,98,"SANTIAGO",0,1432,0,28724,584,0,133,2,1300000,"SI","NO FUGA"
1990,"F",32589,61,"MED","CAS",55,91,"SANTIAGO",334970,36071,0,0,1027,89,0,3,550000,"NO","NO FUGA"
1991,"F",85633,55,"UNV","CAS",83,85,"SANTIAGO",0,261770,0,60070,202,17508,25,1,4500000,"NO","FUGA"
1992,"M",404638,51,"UNV","CAS",62,292,"PUERTO VARAS",272760,0,0,0,727,0,5200,1,3500000,"NO","NO FUGA"
1993,"F",50253,34,"TEC","SOL",60,298,"LLANQUIHUE",441028,116977,0,486822,322,0,16661,1,1500000,"SI","NO FUGA"
1994,"F",599826,26,"UNV","CAS",138,1,"ARICA",2051,9785,0,55224,1112,0,121,2,1600000,"NO","FUGA"
1995,"M",388664,46,"UNV","CAS",40,86,"SANTIAGO",1604887,26732,0,478667,1437,9573,221,2,1600000,"NO","FUGA"
1996,"F",544484,50,"UNV","CAS",31,119,"SANTIAGO",531382,757,0,175485,113,0,256,3,3800000,"NO","FUGA"
1997,"M",590533,47,"TEC","CAS",19,92,"SANTIAGO",0,205564,0,398548,776,0,4427,3,5100000,"NO","FUGA"
1998,"M",224652,46,"UNV","CAS",71,326,"PUNTA ARENAS",0,10809,0,0,0,0,0,1,2300000,"NO","NO FUGA"
1999,"M",862326,40,"UNV","CAS",55,90,"SANTIAGO",1393428,64221,0,379079,2792,0,106,2,1500000,"NO","FUGA"
2000,"F",421974,51,"UNV","CAS",60,291,"PUERTO MONTT",0,222594,0,0,687,3250,0,2,8000000,"NO","NO FUGA"
2001,"M",18220,40,"MED","CAS",55,90,"SANTIAGO",0,80960,0,0,294,0,3,2,5100000,"NO","FUGA"
2002,"M",737822,52,"UNV","SOL",128,88,"SANTIAGO",0,0,0,5965,358,2760,373,2,3600000,"NO","FUGA"
2003,"F",14253,39,"MED","SOL",78,182,"LINARES",0,554590,0,15948,1204,0,9,1,1200000,"SI","NO FUGA"
2004,"M",7712334,42,"UNV","CAS",82,80,"SANTIAGO",0,31005,0,5045,55,0,195,1,1900000,"NO","FUGA"
2005,"M",780362,44,"UNV","SEP",31,119,"SANTIAGO",574404,57796,0,0,1596,0,0,1,4100000,"SI","FUGA"
2006,"F",20782,61,"TEC","SOL",52,88,"SANTIAGO",0,49093,0,0,11,27314,0,1,8000000,"SI","NO FUGA"
2007,"F",397420,34,"UNV","CAS",83,89,"SANTIAGO",0,416311,0,942118,118,0,28,1,3500000,"SI","NO FUGA"
2008,"M",558129,48,"UNV","SOL",152,88,"SANTIAGO",0,6732,0,2567,38,0,244,1,4800000,"NO","FUGA"
2009,"F",59793,25,"TEC","CAS",16,93,"SANTIAGO",0,59841,0,0,65,0,0,1,2600000,"SI","FUGA"
2010,"M",1487077,43,"UNV","CAS",10,5,"IQUIQUE",0,681603,0,0,2,18357,0,1,8000000,"NO","NO FUGA"
2011,"F",657187,51,"MED","CAS",90,86,"SANTIAGO",0,0,11078793,0,131,0,8313,1,8000000,"NO","NO FUGA"
2012,"F",10046,35,"TEC","CAS",92,88,"SANTIAGO",0,294341,0,160490,192,241,105,1,2400000,"NO","NO FUGA"
2013,"M",180916,49,"UNV","CAS",138,1,"ARICA",0,384,0,44690,22,0,122,1,2200000,"NO","FUGA"
2014,"M",331514,45,"UNV","CAS",31,119,"SANTIAGO",0,27008,0,139152,323,0,2970,1,3800000,"NO","FUGA"
2015,"M",69387,40,"UNV","CAS",125,89,"SANTIAGO",0,322454,0,59224,28,0,32,1,2400000,"NO","FUGA"
2016,"M",1089049,53,"UNV","SEP",27,226,"CONCEPCION",0,310334,0,20929,112,7981,231,1,5300000,"NO","FUGA"
